sku,zone_id,elasticity,std_error,observations,r_squared,model_run_date
QX-CER-889,PZ-CORE,-1.794,0.219,6629,0.826,2026-03-05
QX-CER-889,PZ-VALUE,-0.533,0.099,1393,0.731,2026-03-06
QX-BAK-892,PZ-METRO,-2.956,0.052,8028,0.460,2026-03-22
QX-BAK-892,PZ-URBAN,-0.665,0.060,5532,0.810,2026-03-27
QX-BAK-892,PZ-CORE,-2.238,0.984,17,0.092,2026-03-06
QX-BAK-892,PZ-VALUE,-0.777,0.055,7330,0.916,2026-03-23
QX-BAK-892,PZ-REMOTE,-2.313,0.191,2157,0.747,2026-03-20
QX-DRY-893,PZ-URBAN,-0.815,0.816,13,0.165,2026-03-02
QX-DRY-893,PZ-REMOTE,-2.218,0.198,7522,0.450,2026-02-28
QX-TIN-894,PZ-METRO,-2.292,0.092,4621,0.743,2026-03-05
QX-TIN-894,PZ-CORE,-0.952,2.110,25,0.101,2026-03-06
QX-TIN-894,PZ-VALUE,-2.054,0.802,30,0.138,2026-03-14
QX-TIN-894,PZ-REMOTE,-2.847,0.070,7523,0.899,2026-03-09
QX-BAK-896,PZ-METRO,-2.023,0.077,4778,0.483,2026-02-22
QX-BAK-896,PZ-URBAN,-2.363,0.118,829,0.878,2026-03-05
QX-BAK-896,PZ-CORE,-3.105,0.051,4443,0.580,2026-03-07
QX-BAK-896,PZ-VALUE,-1.131,0.140,644,0.678,2026-03-11
QX-BAK-896,PZ-REMOTE,-1.229,0.110,1554,0.929,2026-03-17
QX-HHD-898,PZ-METRO,-0.918,0.204,6195,0.803,2026-03-09
QX-HHD-898,PZ-URBAN,-3.059,0.053,6855,0.799,2026-03-13
QX-HHD-898,PZ-CORE,-0.444,1.888,10,0.047,2026-03-15
QX-HHD-898,PZ-VALUE,-2.363,0.210,8348,0.643,2026-02-21
QX-HHD-898,PZ-REMOTE,-2.938,0.086,3038,0.517,2026-03-20
QX-CER-899,PZ-URBAN,-0.519,0.204,3130,0.586,2026-03-06
QX-CER-899,PZ-CORE,-0.896,1.065,23,0.153,2026-03-11
QX-CER-899,PZ-VALUE,-1.676,0.112,3451,0.721,2026-02-25
QX-CER-899,PZ-REMOTE,-1.923,0.103,8832,0.539,2026-03-28
QX-FRZ-904,PZ-METRO,-0.638,0.070,1277,0.834,2026-02-22
QX-FRZ-904,PZ-URBAN,-0.583,1.439,19,0.170,2026-03-16
QX-FRZ-904,PZ-CORE,-2.686,0.175,7447,0.746,2026-03-24
QX-FRZ-904,PZ-REMOTE,-2.422,0.049,7026,0.569,2026-03-04
QX-FRZ-905,PZ-METRO,-2.762,0.216,7214,0.912,2026-03-13
QX-FRZ-905,PZ-CORE,-2.226,0.145,711,0.548,2026-03-21
QX-FRZ-905,PZ-REMOTE,-0.802,0.197,4211,0.547,2026-03-20
QX-DRK-911,PZ-METRO,-2.387,0.178,2453,0.468,2026-03-20
QX-DRK-911,PZ-URBAN,-0.536,0.177,8213,0.553,2026-02-24
QX-DRK-911,PZ-VALUE,-2.576,0.179,541,0.559,2026-03-19
QX-DRK-911,PZ-REMOTE,-2.579,1.479,21,0.101,2026-03-15
QX-FRZ-912,PZ-METRO,-2.000,0.142,7602,0.711,2026-03-08
QX-FRZ-912,PZ-URBAN,-0.526,0.672,20,0.154,2026-03-24
QX-FRZ-912,PZ-CORE,-1.924,1.739,14,0.191,2026-03-24
QX-FRZ-912,PZ-VALUE,-0.442,0.210,9359,0.729,2026-02-27
QX-FRZ-912,PZ-REMOTE,-0.745,0.115,8979,0.639,2026-03-08
QX-TIN-914,PZ-METRO,-1.539,0.150,8999,0.742,2026-02-27
QX-TIN-914,PZ-URBAN,-1.792,0.666,11,0.169,2026-02-22
QX-TIN-914,PZ-CORE,-1.993,0.122,1026,0.635,2026-02-28
QX-TIN-914,PZ-VALUE,-0.845,0.071,2492,0.748,2026-03-06
QX-PRO-919,PZ-METRO,-2.819,0.166,1656,0.459,2026-03-14
QX-PRO-919,PZ-URBAN,-3.106,0.216,6904,0.695,2026-02-23
QX-PRO-919,PZ-CORE,-1.848,0.205,7954,0.512,2026-02-21
QX-PRO-919,PZ-REMOTE,-1.764,0.175,3294,0.806,2026-03-26
QX-HBC-920,PZ-URBAN,-1.044,0.176,7942,0.592,2026-03-20
QX-HBC-920,PZ-VALUE,-2.335,0.039,7035,0.754,2026-03-19
QX-HBC-920,PZ-REMOTE,-2.866,0.156,8839,0.510,2026-03-06
QX-DRK-922,PZ-URBAN,-2.831,0.200,6656,0.526,2026-03-22
QX-DRK-922,PZ-VALUE,-1.409,0.151,458,0.699,2026-03-27
QX-PRO-923,PZ-URBAN,-1.283,0.042,3504,0.519,2026-03-15
QX-PRO-923,PZ-CORE,-3.068,1.635,36,0.027,2026-02-25
QX-PRO-923,PZ-VALUE,-1.770,0.170,4837,0.561,2026-03-28
QX-PRO-923,PZ-REMOTE,-3.007,0.200,5937,0.653,2026-03-08
QX-PRO-926,PZ-METRO,-0.727,0.069,365,0.891,2026-03-06
QX-PRO-926,PZ-URBAN,-2.493,0.138,2263,0.604,2026-03-20
QX-PRO-926,PZ-CORE,-1.507,0.110,5471,0.564,2026-03-15
QX-PRO-926,PZ-REMOTE,-2.228,0.963,29,0.116,2026-03-05
QX-PET-927,PZ-METRO,-1.237,0.070,8050,0.642,2026-03-20
QX-PET-927,PZ-URBAN,-2.430,1.719,10,0.094,2026-03-29
QX-PET-927,PZ-CORE,-1.771,0.049,3240,0.689,2026-03-23
QX-PET-927,PZ-VALUE,-2.782,0.074,2319,0.926,2026-02-25
QX-PET-927,PZ-REMOTE,-1.298,1.627,24,0.044,2026-03-15
QX-HBC-928,PZ-CORE,-0.911,1.630,19,0.064,2026-02-26
QX-HBC-928,PZ-VALUE,-0.874,0.054,906,0.534,2026-02-22
QX-HBC-928,PZ-REMOTE,-0.649,0.049,6260,0.854,2026-03-12
QX-PET-931,PZ-METRO,-1.592,0.197,8677,0.634,2026-03-22
QX-PET-931,PZ-CORE,-2.502,0.116,3720,0.916,2026-02-21
QX-PET-931,PZ-VALUE,-2.434,0.151,4478,0.628,2026-02-27
QX-PET-931,PZ-REMOTE,-2.460,0.137,4605,0.709,2026-02-25
QX-CHL-932,PZ-URBAN,-3.089,0.132,2508,0.653,2026-03-07
QX-CHL-932,PZ-CORE,-0.964,0.054,2904,0.713,2026-03-26
QX-CHL-932,PZ-VALUE,-2.332,0.215,2709,0.495,2026-03-14
QX-CHL-932,PZ-REMOTE,-0.612,0.082,3097,0.477,2026-03-21
QX-FRZ-933,PZ-METRO,-1.834,0.210,2472,0.781,2026-03-27
QX-FRZ-933,PZ-URBAN,-0.747,0.048,475,0.688,2026-03-02
QX-FRZ-933,PZ-REMOTE,-2.492,1.441,28,0.090,2026-03-15
QX-CHL-935,PZ-URBAN,-0.798,0.883,20,0.159,2026-03-20
QX-CHL-935,PZ-CORE,-1.150,0.198,7373,0.887,2026-03-07
QX-CHL-935,PZ-VALUE,-2.344,1.171,32,0.012,2026-03-27
QX-CHL-935,PZ-REMOTE,-1.744,0.151,5387,0.781,2026-03-24
QX-HBC-937,PZ-METRO,-0.833,0.046,5702,0.697,2026-02-23
QX-HBC-937,PZ-URBAN,-2.912,0.114,3724,0.670,2026-02-22
QX-HBC-937,PZ-CORE,-1.680,0.143,3395,0.738,2026-03-06
QX-HBC-937,PZ-VALUE,-0.661,0.079,2466,0.442,2026-03-02
QX-HBC-937,PZ-REMOTE,-3.087,0.185,2648,0.604,2026-03-24
QX-TIN-938,PZ-METRO,-2.402,0.077,8148,0.465,2026-02-25
QX-TIN-938,PZ-URBAN,-2.999,0.106,2967,0.709,2026-03-01
QX-TIN-938,PZ-CORE,-2.566,2.183,36,0.183,2026-03-14
QX-TIN-938,PZ-VALUE,-1.569,0.219,4884,0.727,2026-03-21
QX-DRK-940,PZ-METRO,-2.590,0.162,1005,0.833,2026-03-21
QX-DRK-940,PZ-URBAN,-3.154,2.369,20,0.107,2026-03-20
QX-DRK-940,PZ-CORE,-2.106,1.172,31,0.070,2026-03-18
QX-DRK-940,PZ-VALUE,-2.098,0.163,6919,0.913,2026-03-09
QX-FRZ-941,PZ-METRO,-2.421,0.127,4416,0.878,2026-03-27
QX-FRZ-941,PZ-URBAN,-2.896,0.135,2586,0.880,2026-03-13
QX-FRZ-941,PZ-CORE,-1.421,0.054,3768,0.499,2026-02-22
QX-FRZ-941,PZ-VALUE,-2.753,2.102,24,0.120,2026-03-06
QX-FRZ-941,PZ-REMOTE,-1.609,1.666,32,0.057,2026-03-28
QX-DRK-948,PZ-METRO,-2.684,0.137,2237,0.903,2026-03-15
QX-DRK-948,PZ-URBAN,-1.498,0.188,3661,0.636,2026-02-28
QX-DRK-948,PZ-CORE,-0.880,0.188,9139,0.760,2026-03-21
QX-DRK-948,PZ-VALUE,-1.174,0.105,4197,0.608,2026-03-12
QX-DRK-948,PZ-REMOTE,-1.702,0.054,2041,0.507,2026-03-06
QX-PRO-949,PZ-VALUE,-2.663,0.107,5418,0.906,2026-03-02
QX-PET-956,PZ-METRO,-0.601,0.077,8302,0.522,2026-03-13
QX-PET-956,PZ-URBAN,-2.460,0.180,6237,0.830,2026-03-14
QX-PET-956,PZ-CORE,-0.410,0.159,2039,0.638,2026-03-11
QX-PET-956,PZ-VALUE,-1.089,0.079,7610,0.886,2026-03-09
QX-PET-956,PZ-REMOTE,-3.106,0.194,5755,0.469,2026-02-25
QX-PET-958,PZ-METRO,-3.176,0.040,4549,0.482,2026-03-05
QX-PET-958,PZ-CORE,-2.721,0.051,658,0.556,2026-03-29
QX-PET-958,PZ-VALUE,-1.810,0.105,8391,0.643,2026-03-29
QX-CER-968,PZ-METRO,-1.404,0.087,1285,0.500,2026-03-07
QX-CER-968,PZ-CORE,-2.056,1.084,18,0.080,2026-02-24
QX-CER-968,PZ-VALUE,-1.678,1.097,23,0.128,2026-02-25
QX-CER-968,PZ-REMOTE,-1.489,0.099,6413,0.542,2026-02-22
QX-DRY-970,PZ-METRO,-1.807,0.150,1092,0.508,2026-03-12
QX-DRY-970,PZ-URBAN,-1.506,0.138,3507,0.533,2026-02-26
QX-DRY-970,PZ-VALUE,-1.126,0.115,9321,0.547,2026-02-21
QX-CER-973,PZ-METRO,-3.148,0.037,2828,0.684,2026-03-23
QX-CER-973,PZ-URBAN,-2.872,0.063,6444,0.775,2026-03-17
QX-CER-973,PZ-CORE,-2.342,0.177,3678,0.673,2026-03-04
QX-CER-973,PZ-REMOTE,-0.498,0.074,3818,0.480,2026-03-29
QX-HHD-974,PZ-METRO,-3.066,0.093,5151,0.772,2026-03-19
QX-HHD-974,PZ-CORE,-1.695,0.168,4374,0.587,2026-03-20
QX-HHD-974,PZ-VALUE,-3.071,0.057,5262,0.535,2026-03-08
QX-HHD-974,PZ-REMOTE,-2.404,0.193,6103,0.852,2026-03-22
QX-HBC-982,PZ-METRO,-1.451,0.099,2170,0.855,2026-02-27
QX-HBC-982,PZ-CORE,-0.752,0.890,12,0.123,2026-03-15
QX-HBC-982,PZ-VALUE,-3.168,0.100,1677,0.709,2026-03-17
QX-DRY-984,PZ-METRO,-0.428,0.205,3053,0.894,2026-03-16
QX-DRY-984,PZ-CORE,-1.011,0.091,666,0.813,2026-03-01
QX-DRY-984,PZ-VALUE,-2.558,0.069,7377,0.808,2026-03-10
QX-DRY-984,PZ-REMOTE,-1.955,0.113,6737,0.452,2026-03-06
QX-DRK-986,PZ-METRO,-2.319,0.134,7813,0.706,2026-03-05
QX-DRK-986,PZ-URBAN,-2.502,0.054,3440,0.454,2026-03-01
QX-DRK-986,PZ-CORE,-1.739,0.169,8263,0.553,2026-03-28
QX-DRK-986,PZ-REMOTE,-0.668,0.146,5780,0.495,2026-03-18
QX-BWS-991,PZ-METRO,-3.033,1.028,27,0.094,2026-03-19
QX-BWS-991,PZ-CORE,-2.970,0.214,6278,0.688,2026-03-28
QX-BWS-991,PZ-VALUE,-2.304,0.192,3564,0.591,2026-03-08
QX-FRZ-992,PZ-METRO,-2.229,0.095,1520,0.600,2026-03-19
QX-FRZ-992,PZ-URBAN,-0.835,0.074,1796,0.638,2026-03-06
QX-FRZ-992,PZ-VALUE,-1.333,0.185,2202,0.710,2026-03-08
QX-CHL-993,PZ-URBAN,-0.948,0.156,1568,0.609,2026-02-23
QX-CHL-993,PZ-CORE,-1.287,0.203,6077,0.545,2026-02-27
QX-CHL-993,PZ-REMOTE,-1.614,0.147,6950,0.504,2026-03-13
QX-CER-003,PZ-METRO,-1.467,0.181,6058,0.553,2026-03-12
QX-CER-003,PZ-URBAN,-2.579,0.192,5584,0.744,2026-03-28
QX-CER-003,PZ-CORE,-0.729,0.075,3793,0.847,2026-03-08
QX-CER-003,PZ-VALUE,-1.772,2.197,34,0.114,2026-03-26
QX-CER-003,PZ-REMOTE,-3.108,0.188,6177,0.647,2026-03-10
QX-CER-006,PZ-METRO,-1.332,0.035,562,0.712,2026-03-06
QX-CER-006,PZ-URBAN,-1.556,0.045,3804,0.794,2026-03-15
QX-CER-006,PZ-CORE,-2.325,2.054,25,0.121,2026-03-08
QX-CER-006,PZ-VALUE,-2.641,0.174,6673,0.922,2026-03-25
QX-CER-006,PZ-REMOTE,-1.193,0.902,26,0.138,2026-03-21
QX-TIN-007,PZ-URBAN,-1.727,0.134,4152,0.448,2026-03-26
QX-TIN-007,PZ-CORE,-0.693,0.653,31,0.119,2026-02-28
QX-TIN-007,PZ-VALUE,-2.186,0.208,9023,0.869,2026-03-08
QX-TIN-007,PZ-REMOTE,-2.538,0.188,5941,0.670,2026-03-21
QX-HHD-009,PZ-METRO,-1.602,0.087,6899,0.540,2026-03-12
QX-HHD-009,PZ-URBAN,-0.736,0.163,1436,0.699,2026-02-25
QX-HHD-009,PZ-CORE,-3.078,0.100,7226,0.591,2026-03-04
QX-HHD-009,PZ-VALUE,-2.019,0.084,7893,0.896,2026-03-04
QX-PET-013,PZ-URBAN,-2.409,0.086,3387,0.719,2026-03-07
QX-PET-013,PZ-CORE,-1.005,0.166,6470,0.606,2026-03-24
QX-PET-013,PZ-REMOTE,-1.785,0.179,4329,0.713,2026-03-05
QX-HHD-014,PZ-METRO,-1.497,0.087,5748,0.646,2026-03-26
QX-HHD-014,PZ-URBAN,-1.818,1.019,25,0.199,2026-03-07
QX-HHD-014,PZ-CORE,-3.037,0.036,7241,0.461,2026-03-04
QX-HHD-014,PZ-VALUE,-2.095,0.088,1785,0.846,2026-02-22
QX-HHD-014,PZ-REMOTE,-0.676,0.050,1098,0.522,2026-03-19
QX-PET-018,PZ-METRO,-2.196,0.199,2202,0.730,2026-03-08
QX-PET-018,PZ-URBAN,-1.868,0.089,7663,0.588,2026-03-26
QX-PET-018,PZ-CORE,-2.209,0.124,5645,0.534,2026-03-09
QX-PET-018,PZ-VALUE,-1.892,2.204,36,0.125,2026-02-26
QX-PET-018,PZ-REMOTE,-2.335,0.211,2174,0.875,2026-03-18
QX-HBC-020,PZ-METRO,-1.325,0.202,2302,0.895,2026-03-11
QX-HBC-020,PZ-URBAN,-1.897,0.033,8392,0.625,2026-03-03
QX-HBC-020,PZ-VALUE,-1.435,0.036,5216,0.523,2026-03-09
QX-HBC-020,PZ-REMOTE,-1.017,0.093,7193,0.596,2026-02-24
QX-FRZ-022,PZ-METRO,-2.606,0.103,3602,0.819,2026-02-23
QX-FRZ-022,PZ-VALUE,-1.175,0.214,8496,0.816,2026-03-28
QX-FRZ-022,PZ-REMOTE,-1.119,0.151,4890,0.466,2026-02-26
QX-DRY-024,PZ-METRO,-2.321,0.189,3314,0.504,2026-03-29
QX-DRY-024,PZ-CORE,-0.717,0.126,2679,0.691,2026-03-06
QX-DRY-024,PZ-VALUE,-1.730,0.167,1037,0.753,2026-02-27
QX-DRY-024,PZ-REMOTE,-3.081,0.123,433,0.805,2026-03-29
QX-PET-026,PZ-URBAN,-3.112,0.193,7407,0.800,2026-03-17
QX-PET-026,PZ-CORE,-2.346,0.203,6778,0.471,2026-03-06
QX-PET-026,PZ-VALUE,-0.672,0.086,3547,0.508,2026-03-18
QX-PET-026,PZ-REMOTE,-2.484,1.934,25,0.050,2026-03-21
QX-TIN-027,PZ-URBAN,-0.590,1.332,22,0.105,2026-03-09
QX-TIN-027,PZ-CORE,-1.305,0.192,8546,0.453,2026-02-23
QX-TIN-027,PZ-VALUE,-1.011,0.085,5873,0.524,2026-03-26
QX-TIN-027,PZ-REMOTE,-1.807,0.138,8788,0.846,2026-02-24
QX-DRK-030,PZ-METRO,-1.770,0.090,3966,0.821,2026-03-06
QX-DRK-030,PZ-CORE,-2.855,0.215,3800,0.672,2026-02-28
QX-DRK-030,PZ-VALUE,-1.173,0.041,8111,0.775,2026-03-10
QX-DRK-030,PZ-REMOTE,-0.981,0.181,7524,0.551,2026-03-10
QX-HHD-033,PZ-METRO,-1.999,0.035,7556,0.929,2026-03-08
QX-HHD-033,PZ-URBAN,-1.277,0.142,6080,0.441,2026-03-05
QX-HHD-033,PZ-CORE,-0.551,0.141,8553,0.461,2026-03-05
QX-HHD-033,PZ-REMOTE,-1.106,0.076,4304,0.619,2026-02-27
QX-DRK-036,PZ-METRO,-1.053,0.033,3377,0.552,2026-03-25
QX-DRK-036,PZ-URBAN,-3.023,0.035,2298,0.780,2026-02-23
QX-DRK-036,PZ-CORE,-0.406,0.105,3672,0.471,2026-02-24
QX-DRK-036,PZ-VALUE,-1.697,0.069,4332,0.453,2026-02-24
QX-DRK-036,PZ-REMOTE,-2.466,0.068,7579,0.509,2026-03-04
QX-CER-038,PZ-METRO,-2.624,0.192,5936,0.567,2026-03-02
QX-CER-038,PZ-URBAN,-3.143,0.091,2367,0.810,2026-03-15
QX-CER-038,PZ-VALUE,-3.064,0.165,8546,0.839,2026-03-03
QX-CER-038,PZ-REMOTE,-1.414,1.446,32,0.078,2026-03-04
QX-DRY-042,PZ-METRO,-3.022,0.165,6982,0.903,2026-03-10
QX-DRY-042,PZ-URBAN,-1.682,0.048,6760,0.536,2026-03-19
QX-DRY-042,PZ-VALUE,-1.624,0.096,2319,0.675,2026-03-19
QX-PET-045,PZ-URBAN,-0.856,0.137,8095,0.907,2026-02-25
QX-PET-045,PZ-CORE,-2.656,0.151,2206,0.456,2026-03-02
QX-PET-045,PZ-VALUE,-0.717,0.059,4580,0.527,2026-03-13
QX-PET-045,PZ-REMOTE,-1.731,0.092,7648,0.692,2026-03-10
QX-FRZ-049,PZ-METRO,-0.985,0.191,568,0.674,2026-03-22
QX-FRZ-049,PZ-CORE,-1.593,0.052,5322,0.641,2026-03-04
QX-FRZ-049,PZ-VALUE,-2.992,0.101,1821,0.554,2026-03-17
QX-HHD-050,PZ-URBAN,-0.553,0.209,1951,0.855,2026-03-19
QX-HHD-050,PZ-CORE,-2.309,0.047,1362,0.461,2026-03-13
QX-HHD-050,PZ-VALUE,-2.708,0.144,7783,0.793,2026-03-02
QX-HHD-050,PZ-REMOTE,-1.093,0.208,2165,0.602,2026-02-24
QX-CER-051,PZ-METRO,-1.773,0.045,9206,0.791,2026-03-05
QX-CER-051,PZ-CORE,-2.498,0.143,799,0.825,2026-02-23
QX-CER-051,PZ-VALUE,-1.069,0.145,7419,0.818,2026-03-16
QX-DRK-059,PZ-METRO,-2.710,2.211,33,0.068,2026-03-10
QX-DRK-059,PZ-URBAN,-2.751,0.185,8208,0.509,2026-02-22
QX-DRK-059,PZ-CORE,-3.173,0.089,6513,0.780,2026-03-09
QX-DRK-059,PZ-VALUE,-2.724,1.035,17,0.106,2026-03-11
QX-DRK-059,PZ-REMOTE,-0.503,0.135,5061,0.519,2026-03-27
QX-BAK-060,PZ-METRO,-1.930,0.086,2270,0.771,2026-03-13
QX-BAK-060,PZ-URBAN,-2.761,0.191,9235,0.763,2026-02-25
QX-BAK-060,PZ-CORE,-2.791,0.133,7241,0.733,2026-03-23
QX-BAK-060,PZ-VALUE,-1.419,1.879,25,0.097,2026-03-05
QX-BAK-060,PZ-REMOTE,-1.847,0.644,32,0.060,2026-03-25
QX-TIN-061,PZ-URBAN,-2.759,0.189,2079,0.577,2026-03-03
QX-TIN-061,PZ-CORE,-0.440,0.044,1631,0.916,2026-02-22
QX-TIN-061,PZ-REMOTE,-2.509,0.048,5518,0.884,2026-02-26
QX-CER-064,PZ-METRO,-1.080,0.118,2263,0.598,2026-03-23
QX-CER-064,PZ-URBAN,-1.271,0.151,3963,0.503,2026-03-13
QX-CER-064,PZ-CORE,-2.569,0.051,7184,0.621,2026-03-23
QX-CER-064,PZ-VALUE,-2.662,0.102,7055,0.659,2026-03-05
QX-CER-064,PZ-REMOTE,-1.671,0.169,8185,0.480,2026-02-28
QX-FRZ-066,PZ-METRO,-2.469,0.066,1134,0.569,2026-02-21
QX-FRZ-066,PZ-CORE,-2.774,0.086,8143,0.759,2026-03-08
QX-FRZ-066,PZ-VALUE,-2.681,1.578,15,0.077,2026-03-02
QX-FRZ-066,PZ-REMOTE,-2.642,0.161,4898,0.758,2026-03-27
QX-HHD-070,PZ-METRO,-1.981,0.147,1070,0.854,2026-03-20
QX-HHD-070,PZ-URBAN,-1.450,0.169,5403,0.481,2026-03-24
QX-HHD-070,PZ-CORE,-0.657,0.217,3444,0.442,2026-02-25
QX-HHD-070,PZ-VALUE,-1.575,0.044,5188,0.903,2026-03-13
QX-HHD-070,PZ-REMOTE,-0.823,0.127,8345,0.787,2026-03-02
QX-FRZ-071,PZ-URBAN,-1.407,0.201,409,0.583,2026-02-24
QX-FRZ-071,PZ-CORE,-1.021,0.173,5226,0.682,2026-03-04
QX-FRZ-071,PZ-REMOTE,-1.161,0.168,9143,0.730,2026-03-11
QX-PET-072,PZ-METRO,-1.668,1.038,39,0.105,2026-02-27
QX-PET-072,PZ-URBAN,-2.583,1.571,27,0.150,2026-02-25
QX-PET-072,PZ-VALUE,-0.666,0.084,6972,0.724,2026-03-06
QX-PET-072,PZ-REMOTE,-2.865,0.094,2384,0.861,2026-02-27
QX-TIN-073,PZ-CORE,-1.715,0.181,4727,0.505,2026-03-17
QX-TIN-073,PZ-VALUE,-1.415,0.123,7869,0.500,2026-02-23
QX-TIN-073,PZ-REMOTE,-1.586,0.156,3980,0.528,2026-03-02
QX-HBC-074,PZ-URBAN,-1.588,0.209,820,0.871,2026-03-27
QX-HBC-074,PZ-VALUE,-0.452,1.597,12,0.093,2026-03-10
QX-BAK-076,PZ-METRO,-1.064,1.214,38,0.018,2026-02-23
QX-BAK-076,PZ-URBAN,-0.603,0.201,8744,0.812,2026-03-12
QX-BAK-076,PZ-CORE,-2.090,0.041,3855,0.442,2026-02-25
QX-BAK-076,PZ-VALUE,-1.918,0.085,1983,0.774,2026-02-24
QX-BAK-076,PZ-REMOTE,-1.845,0.218,3208,0.908,2026-03-09
QX-HHD-077,PZ-URBAN,-0.649,0.114,6266,0.871,2026-03-20
QX-HHD-077,PZ-CORE,-0.746,0.679,23,0.099,2026-03-10
QX-HHD-077,PZ-VALUE,-1.785,0.079,4264,0.838,2026-03-02
QX-HHD-077,PZ-REMOTE,-0.954,0.038,3514,0.856,2026-03-06
QX-FRZ-079,PZ-METRO,-2.361,0.041,8442,0.796,2026-03-27
QX-FRZ-079,PZ-URBAN,-0.467,0.066,3874,0.587,2026-02-24
QX-FRZ-079,PZ-CORE,-2.336,0.141,6423,0.521,2026-03-10
QX-FRZ-079,PZ-VALUE,-2.834,0.077,8446,0.611,2026-02-27
QX-FRZ-079,PZ-REMOTE,-2.495,0.042,1985,0.485,2026-03-18
QX-CHL-082,PZ-METRO,-0.631,0.106,5373,0.842,2026-03-19
QX-CHL-082,PZ-URBAN,-0.557,0.656,24,0.137,2026-03-26
QX-CHL-082,PZ-CORE,-1.816,0.075,2261,0.718,2026-02-22
QX-CHL-082,PZ-VALUE,-0.800,0.033,6787,0.756,2026-03-19
QX-TIN-083,PZ-VALUE,-1.950,0.179,856,0.461,2026-03-22
QX-TIN-083,PZ-REMOTE,-0.805,0.218,8546,0.665,2026-03-05
QX-HHD-086,PZ-METRO,-2.846,0.148,7184,0.492,2026-03-11
QX-HHD-086,PZ-URBAN,-2.763,0.139,5956,0.710,2026-03-09
QX-HHD-086,PZ-CORE,-0.695,0.162,1732,0.809,2026-03-28
QX-HHD-086,PZ-VALUE,-0.504,0.176,2749,0.840,2026-02-27
QX-CHL-087,PZ-METRO,-2.193,0.088,2194,0.906,2026-03-25
QX-CHL-087,PZ-URBAN,-1.395,0.034,6385,0.622,2026-03-14
QX-CHL-087,PZ-CORE,-3.052,0.061,6661,0.502,2026-03-07
QX-CHL-087,PZ-REMOTE,-2.988,0.115,861,0.875,2026-03-03
QX-HHD-092,PZ-CORE,-1.518,0.048,7684,0.463,2026-03-04
QX-HHD-092,PZ-VALUE,-2.369,0.030,8912,0.742,2026-03-20
QX-HHD-092,PZ-REMOTE,-0.762,0.109,7853,0.666,2026-03-05
QX-HHD-093,PZ-CORE,-0.954,1.925,29,0.126,2026-03-05
QX-HHD-093,PZ-REMOTE,-2.300,0.043,3494,0.642,2026-02-25
QX-PET-100,PZ-URBAN,-0.626,0.170,602,0.470,2026-03-20
QX-PET-100,PZ-CORE,-2.207,0.130,2873,0.777,2026-03-03
QX-PET-100,PZ-VALUE,-0.629,0.163,6536,0.813,2026-03-17
QX-PET-100,PZ-REMOTE,-1.034,0.213,4754,0.639,2026-03-28
QX-DRK-104,PZ-METRO,-1.265,0.185,591,0.781,2026-02-27
QX-DRK-104,PZ-URBAN,-0.511,1.923,17,0.130,2026-03-06
QX-DRK-104,PZ-CORE,-0.694,0.163,7487,0.456,2026-02-27
QX-DRK-104,PZ-VALUE,-1.568,2.206,24,0.176,2026-02-25
QX-DRK-104,PZ-REMOTE,-2.759,0.205,8912,0.639,2026-03-28
QX-DRY-107,PZ-METRO,-0.470,0.099,8296,0.441,2026-03-26
QX-DRY-107,PZ-CORE,-2.241,0.188,722,0.445,2026-03-07
QX-DRY-107,PZ-VALUE,-2.185,0.218,343,0.689,2026-03-18
QX-DRY-107,PZ-REMOTE,-2.194,0.068,4444,0.924,2026-03-10
QX-FRZ-113,PZ-METRO,-2.726,0.098,4847,0.564,2026-03-01
QX-FRZ-113,PZ-URBAN,-0.421,0.047,6375,0.925,2026-03-06
QX-FRZ-113,PZ-VALUE,-0.447,0.093,8424,0.802,2026-03-20
QX-HBC-114,PZ-METRO,-2.794,0.075,8179,0.854,2026-03-19
QX-HBC-114,PZ-URBAN,-1.300,2.007,17,0.118,2026-03-07
QX-HBC-114,PZ-CORE,-1.788,0.076,7025,0.474,2026-03-11
QX-HBC-114,PZ-VALUE,-2.135,0.197,2005,0.774,2026-03-15
QX-HBC-114,PZ-REMOTE,-0.601,0.034,1098,0.789,2026-02-26
QX-BWS-118,PZ-METRO,-2.495,0.127,7999,0.890,2026-03-20
QX-BWS-118,PZ-CORE,-2.701,2.203,15,0.156,2026-03-12
QX-BWS-118,PZ-REMOTE,-3.172,0.139,4180,0.548,2026-03-05
QX-DRY-121,PZ-METRO,-1.676,0.195,3630,0.613,2026-02-22
QX-DRY-121,PZ-URBAN,-0.901,0.213,3590,0.793,2026-03-03
QX-DRY-121,PZ-VALUE,-2.930,0.917,40,0.146,2026-03-23
QX-DRY-121,PZ-REMOTE,-1.475,0.118,7302,0.876,2026-03-18
QX-TIN-122,PZ-METRO,-1.532,0.043,689,0.657,2026-03-06
QX-TIN-122,PZ-CORE,-0.873,0.107,7718,0.879,2026-03-09
QX-TIN-122,PZ-VALUE,-0.653,0.102,3068,0.614,2026-03-29
QX-CHL-123,PZ-METRO,-0.443,0.099,5465,0.614,2026-03-02
QX-CHL-123,PZ-URBAN,-1.751,0.217,1466,0.560,2026-03-01
QX-CHL-123,PZ-CORE,-2.178,0.105,9158,0.611,2026-03-25
QX-CHL-123,PZ-VALUE,-2.567,0.200,6895,0.461,2026-03-20
